Curva,Poco
TT11,P_1-BRSA-659-SE
TT12,P_1-BRSA-659-SE
TT2,P_1-BRSA-659-SE
TT21,P_1-BRSA-659-SE
TT22,P_1-BRSA-659-SE
TTEMP,P_1-BRSA-659-SE
VRES,P_1-BRSA-659-SE
XFRAC,P_1-BRSA-659-SE
ZB,P_1-BRSA-659-SE
ZM,P_1-BRSA-659-SE
TDEP,P_3-BRSA-889-SE
GR,P_3-BRSA-889-SE
NPHI,P_3-BRSA-889-SE
RHOB,P_3-BRSA-889-SE
DRHO,P_3-BRSA-889-SE
PE,P_3-BRSA-889-SE
CALI,P_3-BRSA-889-SE
BHVT,P_3-BRSA-889-SE
AHVT,P_3-BRSA-889-SE
DTC,P_3-BRSA-889-SE
SP,P_3-BRSA-889-SE
HDRS,P_3-BRSA-889-SE
HMRS,P_3-BRSA-889-SE
HDCN,P_3-BRSA-889-SE
HMCN,P_3-BRSA-889-SE
ITTT,P_3-BRSA-889-SE
WF11,P_3-BRSA-889-SE
TENS,P_3-BRSA-889-SE
BSZ,P_3-BRSA-889-SE
TDEP,P_3-BRSA-897-SE
DTC,P_3-BRSA-897-SE
SP,P_3-BRSA-897-SE
HDRS,P_3-BRSA-897-SE
HMRS,P_3-BRSA-897-SE
HDCN,P_3-BRSA-897-SE
HMCN,P_3-BRSA-897-SE
ITTT,P_3-BRSA-897-SE
WF11,P_3-BRSA-897-SE
GR,P_3-BRSA-897-SE
CALI,P_3-BRSA-897-SE
BHVT,P_3-BRSA-897-SE
AHVT,P_3-BRSA-897-SE
NPHI,P_3-BRSA-897-SE
RHOB,P_3-BRSA-897-SE
DRHO,P_3-BRSA-897-SE
PE,P_3-BRSA-897-SE
TENS,P_3-BRSA-897-SE
CS,P_3-BRSA-897-SE
BSZ,P_3-BRSA-897-SE
MMK,P_3-BRSA-897-SE
TDEP,P_3-BRSA-900-SE
GR,P_3-BRSA-900-SE
TENS,P_3-BRSA-900-SE
LSPD,P_3-BRSA-900-SE
BS,P_3-BRSA-900-SE
MMK,P_3-BRSA-900-SE
NPHI,P_3-BRSA-900-SE
NCPS,P_3-BRSA-900-SE
FCPS,P_3-BRSA-900-SE
CALI,P_3-BRSA-900-SE
BHVT,P_3-BRSA-900-SE
AHVT,P_3-BRSA-900-SE
RHOB,P_3-BRSA-900-SE
DRHO,P_3-BRSA-900-SE
PE,P_3-BRSA-900-SE
HDRS,P_3-BRSA-900-SE
HMRS,P_3-BRSA-900-SE
HDCN,P_3-BRSA-900-SE
HMCN,P_3-BRSA-900-SE
DTC,P_3-BRSA-900-SE
ITTT,P_3-BRSA-900-SE
TDEP,P_3-BRSA-907-SE
ITTT,P_3-BRSA-907-SE
BHVT,P_3-BRSA-907-SE
AHVT,P_3-BRSA-907-SE
ITT,P_3-BRSA-907-SE
BHV,P_3-BRSA-907-SE
AHV,P_3-BRSA-907-SE
MMK,P_3-BRSA-907-SE
GR,P_3-BRSA-907-SE
SP,P_3-BRSA-907-SE
BSZ,P_3-BRSA-907-SE
TENS,P_3-BRSA-907-SE
CALI,P_3-BRSA-907-SE
DRHO,P_3-BRSA-907-SE
WF11,P_3-BRSA-907-SE
PE,P_3-BRSA-907-SE
HMRS,P_3-BRSA-907-SE
HDRS,P_3-BRSA-907-SE
DTC,P_3-BRSA-907-SE
RHOB,P_3-BRSA-907-SE
NPHI,P_3-BRSA-907-SE
TDEP,P_3-BRSA-910-SE
GR,P_3-BRSA-910-SE
MMK,P_3-BRSA-910-SE
TENS,P_3-BRSA-910-SE
WF11,P_3-BRSA-910-SE
HMRS,P_3-BRSA-910-SE
HDRS,P_3-BRSA-910-SE
SP,P_3-BRSA-910-SE
DTC,P_3-BRSA-910-SE
ITTT,P_3-BRSA-910-SE
ITT,P_3-BRSA-910-SE
NPHI,P_3-BRSA-910-SE
DRHO,P_3-BRSA-910-SE
PE,P_3-BRSA-910-SE
RHOB,P_3-BRSA-910-SE
BSZ,P_3-BRSA-910-SE
CALI,P_3-BRSA-910-SE
BHV,P_3-BRSA-910-SE
AHV,P_3-BRSA-910-SE
BHVT,P_3-BRSA-910-SE
AHVT,P_3-BRSA-910-SE
TDEP,P_3-BRSA-912-SE
BSZ,P_3-BRSA-912-SE
DRHO,P_3-BRSA-912-SE
PE,P_3-BRSA-912-SE
RHOB,P_3-BRSA-912-SE
BHVT,P_3-BRSA-912-SE
AHVT,P_3-BRSA-912-SE
BHV,P_3-BRSA-912-SE
AHV,P_3-BRSA-912-SE
CALI,P_3-BRSA-912-SE
NPHI,P_3-BRSA-912-SE
MMK,P_3-BRSA-912-SE
TENS,P_3-BRSA-912-SE
GR,P_3-BRSA-912-SE
SP,P_3-BRSA-912-SE
LLS,P_3-BRSA-912-SE
LLD,P_3-BRSA-912-SE
ITTT,P_3-BRSA-912-SE
ITT,P_3-BRSA-912-SE
DTC,P_3-BRSA-912-SE
TDEP,P_551
BS,P_551
CS,P_551
TENS,P_551
ETIM,P_551
GTEM,P_551
RT,P_551
RSP,P_551
RSPA,P_551
SP,P_551
SPAR,P_551
ITT,P_551
SPHI,P_551
PXND_HILT,P_551
RHGX_HILT,P_551
UMA_HILT,P_551
HPATT,P_551
HLRGB,P_551
HMRGB,P_551
PHIE_HILT,P_551
RMFA_HILT,P_551
RO_HILT,P_551
VCL_HILT,P_551
RWA_HILT,P_551
SW_HILT,P_551
HZOI,P_551
NCYT,P_551
QCBSL,P_551
BSD1,P_551
BPO1,P_551
BPO2,P_551
BSFF,P_551
BPHV,P_551
BCQR,P_551
BLEW,P_551
BOFC,P_551
BDTH,P_551
SSD1,P_551
SPO1,P_551
SPO2,P_551
SSFF,P_551
SPHV,P_551
SCQR,P_551
SLEW,P_551
SOFC,P_551
SDTH,P_551
LSD1,P_551
LPO1,P_551
LPO2,P_551
LSFF,P_551
LPHV,P_551
LCQR,P_551
LLEW,P_551
LOFC,P_551
LDTH,P_551
QCMCFL,P_551
RXVM,P_551
RXIB,P_551
RXIG,P_551
RXVB,P_551
RXPS,P_551
RDA0,P_551
RD1P,P_551
RD1Q,P_551
RBPHV,P_551
RSPHV,P_551
RLPHV,P_551
RHET,P_551
MP5V,P_551
MP12,P_551
MA5V,P_551
CTMP,P_551
MDIG,P_551
TREF,P_551
NSGD,P_551
HTEM,P_551
ECGR,P_551
CFGR,P_551
RGR,P_551
GTHV,P_551
GCHV,P_551
GR,P_551
RTNR,P_551
NPHI,P_551
NPL,P_551
RGCN,P_551
DRTA,P_551
DNPH,P_551
QCPOR,P_551
TNPH,P_551
TALP,P_551
NTHV,P_551
NCHV,P_551
RCFT,P_551
RCNT,P_551
CFTC,P_551
TNRA,P_551
CNTC,P_551
NPOR,P_551
GDEV,P_551
HWER,P_551
ATEMP,P_551
TGST,P_551
HHVO,P_551
HP5V,P_551
HP15,P_551
HM15,P_551
HAGR,P_551
HDGR,P_551
HV,P_551
CTEM,P_551
DCAL,P_551
FCD,P_551
HDAR,P_551
AHSCA,P_551
AHSFI,P_551
AHTCA,P_551
TIME,P_551
CVEL,P_551
BHPR,P_551
SVEL,P_551
EBSZ,P_551
ESSZ,P_551
ELSZ,P_551
BDIG,P_551
SDIG,P_551
LDIG,P_551
RDIA,P_551
NDIA,P_551
HWEC,P_551
HDIG,P_551
DF,P_551
CDF,P_551
AREA,P_551
AFCD,P_551
ABS,P_551
IHV,P_551
ICV,P_551
STIA,P_551
STIT,P_551
AHVCL,P_551
DT,P_551
TDEP,P_551
IDWD,P_551
SCD,P_551
HDRX,P_551
QCRXO,P_551
RXOI,P_551
RXV,P_551
RXI0,P_551
RVV,P_551
RVID,P_551
RVIS,P_551
HRCAL,P_551
HCAL,P_551
BWTO,P_551
SWTO,P_551
LHEW,P_551
TIME,P_551
SCDV,P_551
HMAS,P_551
FCBR,P_551
BIOM,P_551
SIOM,P_551
LIOM,P_551
RIOM,P_551
NIOM,P_551
HIOM,P_551
MIOM,P_551
TQCA,P_551
BSW,P_551
LSW,P_551
SSW,P_551
BSWU,P_551
SSWU,P_551
LSWU,P_551
LWTO,P_551
TDEP,P_551
TIME,P_551
AHDES,P_551
TDEP,P_551
AHIBT,P_551
AHIBD,P_551
AHIMR,P_551
AHIFF,P_551
AHIPO,P_551
AHCES,P_551
AHBFR,P_551
AHECEF,P_551
AECF,P_551
AEHF,P_551
AERS,P_551
AEMF,P_551
AECW,P_551
AHOCO60,P_551
AHOCO90,P_551
AHTCO60,P_551
AHTCO90,P_551
AHFCO60,P_551
AHFCO90,P_551
AECO10,P_551
AECO20,P_551
AECO30,P_551
AECO60,P_551
AECO90,P_551
AHO10,P_551
AHO20,P_551
AHO30,P_551
AHO60,P_551
AHO90,P_551
AHT10,P_551
AHT20,P_551
AHT30,P_551
AHT60,P_551
AHT90,P_551
AHF10,P_551
AHF20,P_551
AHF30,P_551
AHF60,P_551
AHF90,P_551
AE10,P_551
AE20,P_551
AE30,P_551
AE60,P_551
AE90,P_551
AHTOO,P_551
AHTD1,P_551
AHTD2,P_551
AHTRT,P_551
AHTRX,P_551
TIME,P_551
AHIBP,P_551
AHCBS,P_551
AHIBC,P_551
AHQAB,P_551
AHQABN,P_551
AHOCO,P_551
AHOCB,P_551
AHTCO,P_551
AHTCB,P_551
AHFCO,P_551
AHFCB,P_551
U-AITH_AEFL,P_551
U-AITH_AEMF,P_551
U-AITH_AERS,P_551
AHTVM,P_551
AHIECAK,P_551
AHIFC,P_551
AHISE,P_551
AHIDC,P_551
AHIEC,P_551
TDEP,P_551
AHMF,P_551
TIME,P_551
AHDSP,P_551
AHDVO,P_551
AHMC,P_551
AHDTE,P_551
TDEP,P_551
TIME,P_551
AHDTD,P_551
AHDTR,P_551
TDEP,P_551
AMF1,P_551
DGA1,P_551
HTH1,P_551
NAM1,P_551
SOT1,P_551
SNR1,P_551
TT1,P_551
TLO1,P_551
THI1,P_551
AMF2,P_551
DGA2,P_551
HTH2,P_551
NAM2,P_551
SOT2,P_551
SNR2,P_551
TT2,P_551
TLO2,P_551
THI2,P_551
AMF3,P_551
DGA3,P_551
HTH3,P_551
NAM3,P_551
SOT3,P_551
SNR3,P_551
TT3,P_551
TLO3,P_551
THI3,P_551
AMF4,P_551
DGA4,P_551
HTH4,P_551
NAM4,P_551
SOT4,P_551
SNR4,P_551
TT4,P_551
TLO4,P_551
THI4,P_551
WF1N,P_551
WF2N,P_551
WF3N,P_551
WF4N,P_551
RAF2,P_551
RAF4,P_551
WDE3,P_551
WDE4,P_551
WDE1,P_551
WDE2,P_551
DSOZ,P_551
EROZ,P_551
EPEZ,P_551
EHMZ,P_551
GREZ,P_551
HDRA,P_551
HPRA,P_551
HDRB,P_551
PEA,P_551
PEFBA,P_551
PEFSA,P_551
PEFLA,P_551
PEFZ,P_551
PEMZ,P_551
QCRH,P_551
QCPEF,P_551
RHBA,P_551
RHSA,P_551
RHLA,P_551
RHOZ,P_551
ROMZ,P_551
TITER,P_551
UZ,P_551
DPHZ,P_551
HMIN,P_551
HMNO,P_551
RXOZ,P_551
RSOZ,P_551
RXO8,P_551
RSO8,P_551
RMCZ,P_551
EHGR,P_551
RHGR,P_551
HGR,P_551
RGHN,P_551
HDRT,P_551
HTNP,P_551
HTAL,P_551
RHFT,P_551
RHNT,P_551
HCFT,P_551
HCNT,P_551
HNPO,P_551
TIME,P_551
DST1,P_551
DST2,P_551
DST3,P_551
DST4,P_551
SAST,P_551
DSTT,P_551
WF1,P_551
WF2,P_551
WF3,P_551
WF4,P_551
WF3R,P_551
WF4R,P_551
WF1R,P_551
WF2R,P_551
HAZ,P_551
TDEP,P_551
TIME,P_551
AZSN,P_551
AZS1,P_551
AZS2,P_551
TDEP,P_551
TIME,P_551
HAZ01,P_551
RXRU,P_551
RVDRU,P_551
RVSRU,P_551
RXGR,P_551
TDEP,P_574
AHV,P_574
AHVT,P_574
ALPHA,P_574
AMPL,P_574
BHV,P_574
BHVT,P_574
BS,P_574
CALI,P_574
CS,P_574
DCAL,P_574
DDRX,P_574
DDRY,P_574
DDX,P_574
DDY,P_574
DFL,P_574
DFLF,P_574
DIAM,P_574
DLIM,P_574
DMR,P_574
DMY,P_574
DPE,P_574
DPHD,P_574
DPHI,P_574
DPHS,P_574
DQCAL,P_574
DQZER,P_574
DRCO,P_574
DRHO,P_574
DT,P_574
DT_RCV,P_574
DT_UNF,P_574
DT_XMT,P_574
DVARC,P_574
DXCO,P_574
DZB,P_574
DZM,P_574
ERROR,P_574
ETIME,P_574
FDSN,P_574
FNOISE,P_574
FSDL,P_574
GAIN_F,P_574
GAIN_N,P_574
GR,P_574
GRCO,P_574
GRU,P_574
HDCN,P_574
HDR,P_574
HDRS,P_574
HDX,P_574
HMCN,P_574
HMR,P_574
HMRS,P_574
HMX,P_574
HT24,P_574
HT30,P_574
HT40,P_574
HT60,P_574
HT90,P_574
ITT,P_574
ITTT,P_574
MINM,P_574
MMRK,P_574
MMRKT,P_574
MQCAL,P_574
MQZER,P_574
MRCO,P_574
MSGGAI,P_574
MSGRCV,P_574
MXCO,P_574
NDSN,P_574
NLIM,P_574
NNOISE,P_574
NPHD,P_574
NPHI,P_574
NPHS,P_574
NRAT,P_574
NSDL,P_574
PE,P_574
PELC,P_574
PEU,P_574
PKCODE,P_574
QDT,P_574
QL,P_574
QPE,P_574
QS,P_574
RHOB,P_574
RXRT,P_574
SDSO,P_574
SDT2,P_574
SP,P_574
SPA,P_574
SPDCOR,P_574
SPHI,P_574
STEM,P_574
STUCK,P_574
TENS,P_574
TPRES,P_574
TT1,P_574
TT11,P_574
TT12,P_574
TT2,P_574
TT21,P_574
TT22,P_574
TTEMP,P_574
VRES,P_574
XFRAC,P_574
ZB,P_574
ZM,P_574
HDRS2,P_574
HMRS2,P_574
TDEP,P_595
AHV,P_595
AHVT,P_595
ALPHA,P_595
AMPL,P_595
BHV,P_595
BHVT,P_595
BS,P_595
CALI,P_595
CS,P_595
DCAL,P_595
DDRX,P_595
DDRY,P_595
DDX,P_595
DDY,P_595
DFL,P_595
DFLF,P_595
DIAM,P_595
DLIM,P_595
DMR,P_595
DMY,P_595
DPE,P_595
DPHD,P_595
DPHI,P_595
DPHS,P_595
DQCAL,P_595
DQZER,P_595
DRCO,P_595
DRHO,P_595
DT,P_595
DT_RCV,P_595
DT_UNF,P_595
DT_XMT,P_595
DVARC,P_595
DXCO,P_595
DZB,P_595
DZM,P_595
ERROR,P_595
ETIME,P_595
FDSN,P_595
FNOISE,P_595
FSDL,P_595
GAIN_F,P_595
GAIN_N,P_595
GR,P_595
GRCO,P_595
GRU,P_595
HDCN,P_595
HDR,P_595
HDRS,P_595
HDX,P_595
HMCN,P_595
HMR,P_595
HMRS,P_595
HMX,P_595
HT24,P_595
HT30,P_595
HT40,P_595
HT60,P_595
HT90,P_595
ITT,P_595
ITTT,P_595
MINM,P_595
MMRK,P_595
MMRKT,P_595
MQCAL,P_595
MQZER,P_595
MRCO,P_595
MSGGAI,P_595
MSGRCV,P_595
MXCO,P_595
NDSN,P_595
NLIM,P_595
NNOISE,P_595
NPHD,P_595
NPHI,P_595
NPHS,P_595
NRAT,P_595
NSDL,P_595
PELC,P_595
PEU,P_595
PKCODE,P_595
QDT,P_595
QL,P_595
QPE,P_595
QS,P_595
RHOB,P_595
RXRT,P_595
SDSO,P_595
SDT2,P_595
SP,P_595
SPA,P_595
SPDCOR,P_595
SPHI,P_595
STEM,P_595
STUCK,P_595
TENS,P_595
TPRES,P_595
TT1,P_595
TT11,P_595
TT12,P_595
TT2,P_595
TT21,P_595
TT22,P_595
TTEMP,P_595
VRES,P_595
XFRAC,P_595
ZB,P_595
ZM,P_595
HMRS2,P_595
HDRS2,P_595
TDEP,P_605
BS,P_605
TENS,P_605
SP,P_605
GR,P_605
NPHI,P_605
TIME,P_605
IHV,P_605
ICV,P_605
DT,P_605
TDEP,P_605
TIME,P_605
HCAL,P_605
TDEP,P_605
AHTCO90,P_605
AHF30,P_605
TIME,P_605
AHF90,P_605
TDEP,P_605
DSOZ,P_605
HDRA,P_605
PEFZ,P_605
RHOZ,P_605
RXOZ,P_605
TIME,P_605
RSOZ,P_605
TDEP,P_659
AHV,P_659
AHVT,P_659
ALPHA,P_659
AMPL,P_659
BHV,P_659
BHVT,P_659
BS,P_659
CALI,P_659
CS,P_659
DCAL,P_659
DDRX,P_659
DDRY,P_659
DDX,P_659
DDY,P_659
DFL,P_659
DFLF,P_659
DIAM,P_659
DLIM,P_659
DMR,P_659
DMY,P_659
DPE,P_659
DPHD,P_659
DPHI,P_659
DPHS,P_659
DQCAL,P_659
DQZER,P_659
DRCO,P_659
DRHO,P_659
DT,P_659
DT_RCV,P_659
DT_UNF,P_659
DT_XMT,P_659
DVARC,P_659
DXCO,P_659
DZB,P_659
DZM,P_659
EFDS,P_659
EGR,P_659
EGRC,P_659
ENDS,P_659
ENLI,P_659
ENPD,P_659
ENPH,P_659
ENPS,P_659
ENRA,P_659
ERROR,P_659
ETIME,P_659
FDSN,P_659
FNOISE,P_659
FSDL,P_659
GAIN_F,P_659
GAIN_N,P_659
GR,P_659
GRCO,P_659
GRU,P_659
HDCN,P_659
HDR,P_659
HDRS,P_659
HDX,P_659
HMCN,P_659
HMR,P_659
HMRS,P_659
HMX,P_659
HT24,P_659
HT30,P_659
HT40,P_659
HT60,P_659
HT90,P_659
ITT,P_659
ITTT,P_659
MINM,P_659
MMRK,P_659
MMRKT,P_659
MQCAL,P_659
MQZER,P_659
MRCO,P_659
MSGGAI,P_659
MSGRCV,P_659
MXCO,P_659
NDSN,P_659
NLIM,P_659
NNOISE,P_659
NPHD,P_659
NPHI,P_659
NPHS,P_659
NRAT,P_659
NSDL,P_659
PE,P_659
PELC,P_659
PEU,P_659
PKCODE,P_659
QDT,P_659
QL,P_659
QPE,P_659
QS,P_659
RHOB,P_659
RXRT,P_659
SDSO,P_659
SDT2,P_659
SP,P_659
SPA,P_659
SPDCOR,P_659
SPHI,P_659
STEM,P_659
STUCK,P_659
TENS,P_659
TPRES,P_659
TT1,P_659
TT11,P_659
TT12,P_659
TT2,P_659
TT21,P_659
TT22,P_659
TTEMP,P_659
VRES,P_659
XFRAC,P_659
ZB,P_659
ZM,P_659
TDEP,P_889
GR,P_889
NPHI,P_889
RHOB,P_889
DRHO,P_889
PE,P_889
CALI,P_889
BHVT,P_889
AHVT,P_889
DTC,P_889
SP,P_889
HDRS,P_889
HMRS,P_889
HDCN,P_889
HMCN,P_889
ITTT,P_889
WF11,P_889
TENS,P_889
BSZ,P_889
TDEP,P_897
DTC,P_897
SP,P_897
HDRS,P_897
HMRS,P_897
HDCN,P_897
HMCN,P_897
ITTT,P_897
WF11,P_897
GR,P_897
CALI,P_897
BHVT,P_897
AHVT,P_897
NPHI,P_897
RHOB,P_897
DRHO,P_897
PE,P_897
TENS,P_897
CS,P_897
BSZ,P_897
MMK,P_897
TDEP,P_900
GR,P_900
TENS,P_900
LSPD,P_900
BS,P_900
MMK,P_900
NPHI,P_900
NCPS,P_900
FCPS,P_900
CALI,P_900
BHVT,P_900
AHVT,P_900
RHOB,P_900
DRHO,P_900
PE,P_900
HDRS,P_900
HMRS,P_900
HDCN,P_900
HMCN,P_900
DTC,P_900
ITTT,P_900
TDEP,P_907
ITTT,P_907
BHVT,P_907
AHVT,P_907
ITT,P_907
BHV,P_907
AHV,P_907
MMK,P_907
GR,P_907
SP,P_907
BSZ,P_907
TENS,P_907
CALI,P_907
DRHO,P_907
WF11,P_907
PE,P_907
HMRS,P_907
HDRS,P_907
DTC,P_907
RHOB,P_907
NPHI,P_907
TDEP,P_910
GR,P_910
MMK,P_910
TENS,P_910
WF11,P_910
HMRS,P_910
HDRS,P_910
SP,P_910
DTC,P_910
ITTT,P_910
ITT,P_910
NPHI,P_910
DRHO,P_910
PE,P_910
RHOB,P_910
BSZ,P_910
CALI,P_910
BHV,P_910
AHV,P_910
BHVT,P_910
AHVT,P_910
TDEP,P_912
BSZ,P_912
DRHO,P_912
PE,P_912
RHOB,P_912
BHVT,P_912
AHVT,P_912
BHV,P_912
AHV,P_912
CALI,P_912
NPHI,P_912
MMK,P_912
TENS,P_912
GR,P_912
SP,P_912
LLS,P_912
LLD,P_912
ITTT,P_912
ITT,P_912
DTC,P_912
