Curva,Poco
HTEM,1-BRSA-551-SE
ECGR,1-BRSA-551-SE
CFGR,1-BRSA-551-SE
RGR,1-BRSA-551-SE
GTHV,1-BRSA-551-SE
GCHV,1-BRSA-551-SE
GR,1-BRSA-551-SE
RTNR,1-BRSA-551-SE
NPHI,1-BRSA-551-SE
NPL,1-BRSA-551-SE
RGCN,1-BRSA-551-SE
DRTA,1-BRSA-551-SE
DNPH,1-BRSA-551-SE
QCPOR,1-BRSA-551-SE
TNPH,1-BRSA-551-SE
TALP,1-BRSA-551-SE
NTHV,1-BRSA-551-SE
NCHV,1-BRSA-551-SE
RCFT,1-BRSA-551-SE
RCNT,1-BRSA-551-SE
CFTC,1-BRSA-551-SE
TNRA,1-BRSA-551-SE
CNTC,1-BRSA-551-SE
NPOR,1-BRSA-551-SE
GDEV,1-BRSA-551-SE
HWER,1-BRSA-551-SE
ATEMP,1-BRSA-551-SE
TGST,1-BRSA-551-SE
HHVO,1-BRSA-551-SE
HP5V,1-BRSA-551-SE
HP15,1-BRSA-551-SE
HM15,1-BRSA-551-SE
HAGR,1-BRSA-551-SE
HDGR,1-BRSA-551-SE
HV,1-BRSA-551-SE
CTEM,1-BRSA-551-SE
DCAL,1-BRSA-551-SE
FCD,1-BRSA-551-SE
HDAR,1-BRSA-551-SE
AHSCA,1-BRSA-551-SE
AHSFI,1-BRSA-551-SE
AHTCA,1-BRSA-551-SE
TIME,1-BRSA-551-SE
CVEL,1-BRSA-551-SE
BHPR,1-BRSA-551-SE
SVEL,1-BRSA-551-SE
EBSZ,1-BRSA-551-SE
ESSZ,1-BRSA-551-SE
ELSZ,1-BRSA-551-SE
BDIG,1-BRSA-551-SE
SDIG,1-BRSA-551-SE
LDIG,1-BRSA-551-SE
RDIA,1-BRSA-551-SE
NDIA,1-BRSA-551-SE
HWEC,1-BRSA-551-SE
HDIG,1-BRSA-551-SE
DF,1-BRSA-551-SE
CDF,1-BRSA-551-SE
AREA,1-BRSA-551-SE
AFCD,1-BRSA-551-SE
ABS,1-BRSA-551-SE
IHV,1-BRSA-551-SE
ICV,1-BRSA-551-SE
STIA,1-BRSA-551-SE
STIT,1-BRSA-551-SE
AHVCL,1-BRSA-551-SE
DT,1-BRSA-551-SE
TDEP,1-BRSA-551-SE
IDWD,1-BRSA-551-SE
SCD,1-BRSA-551-SE
HDRX,1-BRSA-551-SE
QCRXO,1-BRSA-551-SE
RXOI,1-BRSA-551-SE
RXV,1-BRSA-551-SE
RXI0,1-BRSA-551-SE
RVV,1-BRSA-551-SE
RVID,1-BRSA-551-SE
RVIS,1-BRSA-551-SE
HRCAL,1-BRSA-551-SE
HCAL,1-BRSA-551-SE
BWTO,1-BRSA-551-SE
SWTO,1-BRSA-551-SE
LHEW,1-BRSA-551-SE
TIME,1-BRSA-551-SE
SCDV,1-BRSA-551-SE
HMAS,1-BRSA-551-SE
FCBR,1-BRSA-551-SE
BIOM,1-BRSA-551-SE
SIOM,1-BRSA-551-SE
LIOM,1-BRSA-551-SE
RIOM,1-BRSA-551-SE
NIOM,1-BRSA-551-SE
HIOM,1-BRSA-551-SE
MIOM,1-BRSA-551-SE
TQCA,1-BRSA-551-SE
BSW,1-BRSA-551-SE
LSW,1-BRSA-551-SE
SSW,1-BRSA-551-SE
BSWU,1-BRSA-551-SE
SSWU,1-BRSA-551-SE
LSWU,1-BRSA-551-SE
LWTO,1-BRSA-551-SE
TDEP,1-BRSA-551-SE
TIME,1-BRSA-551-SE
AHDES,1-BRSA-551-SE
TDEP,1-BRSA-551-SE
AHIBT,1-BRSA-551-SE
AHIBD,1-BRSA-551-SE
AHIMR,1-BRSA-551-SE
AHIFF,1-BRSA-551-SE
AHIPO,1-BRSA-551-SE
AHCES,1-BRSA-551-SE
AHBFR,1-BRSA-551-SE
AHECEF,1-BRSA-551-SE
AECF,1-BRSA-551-SE
AEHF,1-BRSA-551-SE
AERS,1-BRSA-551-SE
AEMF,1-BRSA-551-SE
AECW,1-BRSA-551-SE
AHOCO60,1-BRSA-551-SE
AHOCO90,1-BRSA-551-SE
AHTCO60,1-BRSA-551-SE
AHTCO90,1-BRSA-551-SE
AHFCO60,1-BRSA-551-SE
AHFCO90,1-BRSA-551-SE
AECO10,1-BRSA-551-SE
AECO20,1-BRSA-551-SE
AECO30,1-BRSA-551-SE
AECO60,1-BRSA-551-SE
AECO90,1-BRSA-551-SE
AHO10,1-BRSA-551-SE
AHO20,1-BRSA-551-SE
AHO30,1-BRSA-551-SE
AHO60,1-BRSA-551-SE
AHO90,1-BRSA-551-SE
AHT10,1-BRSA-551-SE
AHT20,1-BRSA-551-SE
AHT30,1-BRSA-551-SE
AHT60,1-BRSA-551-SE
AHT90,1-BRSA-551-SE
AHF10,1-BRSA-551-SE
AHF20,1-BRSA-551-SE
AHF30,1-BRSA-551-SE
AHF60,1-BRSA-551-SE
AHF90,1-BRSA-551-SE
AE10,1-BRSA-551-SE
AE20,1-BRSA-551-SE
AE30,1-BRSA-551-SE
AE60,1-BRSA-551-SE
AE90,1-BRSA-551-SE
AHTOO,1-BRSA-551-SE
AHTD1,1-BRSA-551-SE
AHTD2,1-BRSA-551-SE
AHTRT,1-BRSA-551-SE
AHTRX,1-BRSA-551-SE
TIME,1-BRSA-551-SE
AHIBP,1-BRSA-551-SE
AHCBS,1-BRSA-551-SE
AHIBC,1-BRSA-551-SE
AHQAB,1-BRSA-551-SE
AHQABN,1-BRSA-551-SE
AHOCO,1-BRSA-551-SE
AHOCB,1-BRSA-551-SE
AHTCO,1-BRSA-551-SE
AHTCB,1-BRSA-551-SE
AHFCO,1-BRSA-551-SE
AHFCB,1-BRSA-551-SE
U-AITH_AEFL,1-BRSA-551-SE
U-AITH_AEMF,1-BRSA-551-SE
U-AITH_AERS,1-BRSA-551-SE
AHTVM,1-BRSA-551-SE
AHIECAK,1-BRSA-551-SE
AHIFC,1-BRSA-551-SE
AHISE,1-BRSA-551-SE
AHIDC,1-BRSA-551-SE
AHIEC,1-BRSA-551-SE
TDEP,1-BRSA-551-SE
AHMF,1-BRSA-551-SE
TIME,1-BRSA-551-SE
AHDSP,1-BRSA-551-SE
AHDVO,1-BRSA-551-SE
AHMC,1-BRSA-551-SE
AHDTE,1-BRSA-551-SE
TDEP,1-BRSA-551-SE
TIME,1-BRSA-551-SE
AHDTD,1-BRSA-551-SE
AHDTR,1-BRSA-551-SE
TDEP,1-BRSA-551-SE
AMF1,1-BRSA-551-SE
DGA1,1-BRSA-551-SE
HTH1,1-BRSA-551-SE
NAM1,1-BRSA-551-SE
SOT1,1-BRSA-551-SE
SNR1,1-BRSA-551-SE
TT1,1-BRSA-551-SE
TLO1,1-BRSA-551-SE
THI1,1-BRSA-551-SE
AMF2,1-BRSA-551-SE
DGA2,1-BRSA-551-SE
HTH2,1-BRSA-551-SE
NAM2,1-BRSA-551-SE
SOT2,1-BRSA-551-SE
SNR2,1-BRSA-551-SE
TT2,1-BRSA-551-SE
TLO2,1-BRSA-551-SE
THI2,1-BRSA-551-SE
AMF3,1-BRSA-551-SE
DGA3,1-BRSA-551-SE
HTH3,1-BRSA-551-SE
NAM3,1-BRSA-551-SE
SOT3,1-BRSA-551-SE
SNR3,1-BRSA-551-SE
TT3,1-BRSA-551-SE
TLO3,1-BRSA-551-SE
THI3,1-BRSA-551-SE
AMF4,1-BRSA-551-SE
DGA4,1-BRSA-551-SE
HTH4,1-BRSA-551-SE
NAM4,1-BRSA-551-SE
SOT4,1-BRSA-551-SE
SNR4,1-BRSA-551-SE
TT4,1-BRSA-551-SE
TLO4,1-BRSA-551-SE
THI4,1-BRSA-551-SE
WF1N,1-BRSA-551-SE
WF2N,1-BRSA-551-SE
WF3N,1-BRSA-551-SE
WF4N,1-BRSA-551-SE
RAF2,1-BRSA-551-SE
RAF4,1-BRSA-551-SE
WDE3,1-BRSA-551-SE
WDE4,1-BRSA-551-SE
WDE1,1-BRSA-551-SE
WDE2,1-BRSA-551-SE
DSOZ,1-BRSA-551-SE
EROZ,1-BRSA-551-SE
EPEZ,1-BRSA-551-SE
EHMZ,1-BRSA-551-SE
GREZ,1-BRSA-551-SE
HDRA,1-BRSA-551-SE
HPRA,1-BRSA-551-SE
HDRB,1-BRSA-551-SE
PEA,1-BRSA-551-SE
PEFBA,1-BRSA-551-SE
PEFSA,1-BRSA-551-SE
PEFLA,1-BRSA-551-SE
PEFZ,1-BRSA-551-SE
PEMZ,1-BRSA-551-SE
QCRH,1-BRSA-551-SE
QCPEF,1-BRSA-551-SE
RHBA,1-BRSA-551-SE
RHSA,1-BRSA-551-SE
RHLA,1-BRSA-551-SE
RHOZ,1-BRSA-551-SE
ROMZ,1-BRSA-551-SE
TITER,1-BRSA-551-SE
UZ,1-BRSA-551-SE
DPHZ,1-BRSA-551-SE
HMIN,1-BRSA-551-SE
HMNO,1-BRSA-551-SE
RXOZ,1-BRSA-551-SE
RSOZ,1-BRSA-551-SE
RXO8,1-BRSA-551-SE
RSO8,1-BRSA-551-SE
RMCZ,1-BRSA-551-SE
EHGR,1-BRSA-551-SE
RHGR,1-BRSA-551-SE
HGR,1-BRSA-551-SE
RGHN,1-BRSA-551-SE
HDRT,1-BRSA-551-SE
HTNP,1-BRSA-551-SE
HTAL,1-BRSA-551-SE
RHFT,1-BRSA-551-SE
RHNT,1-BRSA-551-SE
HCFT,1-BRSA-551-SE
HCNT,1-BRSA-551-SE
HNPO,1-BRSA-551-SE
TIME,1-BRSA-551-SE
DST1,1-BRSA-551-SE
DST2,1-BRSA-551-SE
DST3,1-BRSA-551-SE
DST4,1-BRSA-551-SE
SAST,1-BRSA-551-SE
DSTT,1-BRSA-551-SE
WF1,1-BRSA-551-SE
WF2,1-BRSA-551-SE
WF3,1-BRSA-551-SE
WF4,1-BRSA-551-SE
WF3R,1-BRSA-551-SE
WF4R,1-BRSA-551-SE
WF1R,1-BRSA-551-SE
WF2R,1-BRSA-551-SE
HAZ,1-BRSA-551-SE
TDEP,1-BRSA-551-SE
TIME,1-BRSA-551-SE
AZSN,1-BRSA-551-SE
AZS1,1-BRSA-551-SE
AZS2,1-BRSA-551-SE
TDEP,1-BRSA-551-SE
TIME,1-BRSA-551-SE
HAZ01,1-BRSA-551-SE
RXRU,1-BRSA-551-SE
RVDRU,1-BRSA-551-SE
RVSRU,1-BRSA-551-SE
RXGR,1-BRSA-551-SE
